para_indx,g,k,n,lambda_pos,lambda_neg,thrs_A2toA1,thrs_B1toA1,thrs_A1toA2,thrs_B2toA2,thrs_A1toB1,thrs_B2toB1,thrs_A2toB2,thrs_B1toB2
365,42.8210841,0.021647395,5,29.42014247,0.028769079,14.42585896,33.52385853,70.4840641,81.07118964,44.18450587,2.93753251,37.89467168,57.27775992
366,87.29381497,0.056369372,5,80.36048949,0.017850697,33.42312531,34.05409162,20.3306606,3.236940062,4.701873666,72.26760598,77.97572257,68.84179401
367,25.42659252,0.02594236,3,60.22731033,0.019129332,33.3006944,66.94615407,24.95195018,23.59239438,54.96629755,50.42408581,63.91104232,51.60518361
368,25.32375755,0.014806429,4,88.99308507,0.01956494,32.60346827,31.0617087,85.90794666,49.90795191,94.89812475,23.37236486,58.1290844,58.8267329
369,29.59709781,0.013726538,2,82.07880203,0.020910829,11.86355782,73.484113,34.80016269,38.21764302,81.49145092,78.50624962,10.65828231,70.14527572
370,75.38443877,0.014240496,1,57.22122629,0.100641344,13.27984562,27.99644108,33.43340466,8.733659917,70.2575643,27.59452758,25.99903887,70.7322782
371,39.14621545,0.010584261,5,87.86730042,0.019875434,70.201625,72.17343175,47.95090746,22.58945915,77.64686191,1.916897093,10.52989695,42.83731182
372,19.93135125,0.015421679,3,66.73430877,0.03403291,28.5085783,13.1990546,16.88274643,39.71832535,84.65791277,85.79034003,16.84461822,44.97859994
373,24.34876234,0.010123581,1,74.4376559,0.016630677,67.24999278,72.00280561,38.15460442,73.97623371,4.098201481,59.8587692,51.04181431,49.14096362
374,71.8286248,0.22877438,5,5.055819068,0.020085335,2.596841695,21.43633973,92.57278653,19.6575708,19.11674364,75.65296023,55.97252602,74.04358499
375,92.93164274,0.01279621,1,58.94108729,0.030060527,66.46558605,12.79337989,55.46406137,32.35514645,91.07240032,88.0884143,10.12611838,69.70268314
376,24.91167407,0.037436258,6,35.32918634,0.014262715,75.54949023,64.76285155,79.21925729,14.79645818,93.68461897,29.20169433,37.37070831,19.31480565
377,94.7613557,0.014639743,5,53.27144127,0.012286315,89.32369909,40.73883314,90.52304899,64.28841896,67.73903571,41.4879311,40.86962274,68.18493022
378,37.88441403,0.014379706,3,85.4940428,0.01039481,33.99173754,49.66286579,29.55362504,38.24064936,32.67975682,34.41734991,72.02605331,38.41700218
379,94.10210209,0.020922709,3,11.55356463,0.015715988,39.75891828,77.76222519,62.83992321,58.22748739,34.10561035,80.47957085,26.54678687,88.61930772
380,43.77770433,0.022359399,6,59.46558538,0.024621803,65.31834962,64.78305017,58.55568665,82.52703062,40.66760597,42.53245059,25.71455523,54.41127496
381,49.50430352,0.021377535,5,77.22953168,0.010284899,86.40047099,89.83066167,7.782132984,5.131633877,4.010984426,4.961936669,9.015299035,27.84957712
382,17.56044894,0.015619355,4,7.92392891,0.011325806,39.42234478,87.85333929,84.96201457,76.78208249,84.96892386,18.61323532,22.82228585,8.866279877
383,38.10773521,0.03011689,5,34.79920757,0.020413709,7.887069677,14.15052212,71.77221776,1.620437874,69.65275418,9.506857504,61.77207076,37.94504338
384,24.34876234,0.018489033,3,10.92241059,0.062314258,35.30690754,48.0076033,53.04776402,87.37511468,55.3822262,28.63779148,20.06541887,10.71522697
385,22.86827234,0.022454018,1,40.97203567,0.010646603,56.46170364,46.78388201,1.063781577,7.904798426,81.57183289,80.02146326,62.67784331,81.07439647
386,57.34396791,0.016871774,1,55.39515455,0.010174642,73.77568941,81.54876822,83.09501043,31.17417214,22.91286022,23.94854291,1.682678316,60.09689733
387,85.01464093,0.017363068,4,13.25144665,0.021313946,84.47143691,87.26829791,39.19708022,54.39108839,58.51068413,47.25318147,73.73911216,12.93430554
388,37.05409025,0.015281946,2,37.73128985,0.011900825,5.536162874,63.68504603,1.412879597,79.61531535,55.44041712,65.53564673,77.28911652,81.34410658
389,39.87192104,0.017070544,4,80.43922321,0.013410683,4.60119404,51.88049398,54.20385155,11.47490678,57.91181732,85.85931882,53.61943059,81.44118563
390,69.26634346,0.312078528,4,23.36522046,0.010390791,75.2175794,68.09087561,63.75813431,20.51624022,10.31069729,83.21004689,74.9079845,23.91040586
391,98.89452912,0.012325544,1,97.97986443,0.011148429,31.41778959,80.39498813,66.25031675,73.33463164,82.52227746,39.9154472,70.89658944,5.560208336
392,72.12469371,0.01104216,3,66.81593168,0.022862044,9.917240587,65.58879991,39.80912995,33.90401845,41.79672675,14.61206222,9.23473774,44.20828795
393,63.81938787,0.012226579,4,34.9213907,0.135970039,53.60889236,63.94160691,41.00425454,25.35218488,61.77952236,37.21829809,50.53543971,67.47640772
394,61.00151055,0.011677435,5,55.79857394,0.029268812,51.56208366,30.49617011,37.02079373,64.97825428,27.07526177,5.005894028,10.12569769,58.36045995
395,63.5805105,0.018336991,3,58.89606362,0.034105184,72.728445,46.68552589,33.44061133,46.91517496,73.35044466,82.61220733,72.91118075,55.53969452
396,29.10201094,0.585808516,1,88.5507537,0.013577259,87.40122319,78.03028759,78.74483333,22.344855,19.87700183,33.54922815,76.95740246,43.21894666
397,72.18150466,0.01233758,4,78.46702876,0.535697858,84.74297517,72.97205428,23.37334117,34.57506937,51.13192539,40.53318987,57.83195113,64.6849742
398,59.04904229,0.011776986,1,77.30352574,0.020214127,4.485280038,85.71618913,71.51546739,58.63200062,35.27309847,43.99645653,32.87618778,34.29902711
399,1.549434954,0.02041555,6,77.17135814,0.093343116,41.02547203,67.54262139,67.83445741,59.85232017,90.75542219,6.022905913,45.47437659,4.162078986
400,21.86018941,0.061311805,2,52.55429215,0.011465244,89.73840199,33.50811064,47.70907334,69.52459396,10.1017714,89.45608919,64.04866939,41.5791686
401,25.03537896,0.027473787,1,22.286364,0.035009459,32.25284266,70.59198849,51.28664267,31.28794831,24.2365331,33.96754485,13.6263937,15.77901157
402,92.33275018,0.024456044,4,60.6486296,0.039922689,15.05337991,50.78779267,19.97600316,9.479750879,46.28652581,62.25943484,19.10209549,76.99656002
403,97.68859808,0.061791048,5,12.67112155,0.010360203,46.16541959,4.240693222,36.31940009,56.57469354,29.83362968,57.53273086,54.21700239,3.450363824
404,15.67421284,0.017492554,1,78.57057625,0.014249041,83.81296752,11.70779197,39.05724461,87.680471,12.8695716,24.98133511,77.7818798,62.36458119
405,42.24537682,0.189772045,1,91.03544141,0.01172016,61.24817729,40.10677655,75.18194893,49.94610251,13.55484317,13.88939768,92.87280957,74.60792255
406,77.69600752,0.012648341,2,13.36016445,0.014463383,13.09449461,79.99987881,13.84412272,33.01669035,61.35984317,39.97236281,13.38052017,81.77383777
407,52.43160715,0.017129345,2,5.847202246,0.013746409,66.97318629,23.69536962,85.61709289,86.3704107,52.61291368,43.01951068,48.90710679,72.69916212
408,27.33129498,0.014435688,4,30.29361037,0.021478646,87.17392831,57.31487409,44.83819835,87.15930035,30.85302597,33.30386432,50.51251036,71.32438126
409,18.88861451,0.415055635,6,71.0097196,0.132967548,7.976657373,82.98745349,56.0859996,5.090705109,63.25447621,47.81229753,64.77208989,56.14589858
410,55.08203366,0.018823175,3,13.38368459,0.023572509,64.34226815,28.84678823,48.16978606,66.06825283,82.5513303,84.06137097,31.93940074,45.86931193
411,46.18977406,0.036529039,6,47.05002948,0.026329262,43.87200942,79.60830705,3.746491906,36.55216366,56.36386623,49.4327624,84.18816775,52.70288726
412,16.06806911,0.013720241,1,98.32126145,0.049467474,15.27178863,59.87488216,40.10544484,60.44438396,28.41079539,83.09861589,45.63662464,42.49355982
413,87.60361182,0.04978489,5,74.35801795,0.01364417,47.34661435,61.02926246,7.999369152,44.8335531,30.12021976,8.263770797,56.182833,68.77550935
414,48.06435055,0.012782395,3,46.16388369,0.018499342,54.33251928,58.61164953,84.93410475,77.64776949,80.86461272,94.01993262,37.14805726,5.39234646
415,48.53107785,0.016652103,2,81.49032752,0.019062406,53.48839476,17.71511795,24.51422215,60.53953361,72.21764345,16.49928378,9.529121776,34.5190288
416,13.89049901,0.011243872,5,38.65838326,0.013220957,69.89025368,36.27542019,34.1511719,75.843158,83.59672839,35.23017242,21.05505722,55.57172266
417,87.56891308,0.066700731,4,46.27805588,0.020840891,12.71732206,20.54703074,80.58603673,51.58170401,12.75269206,69.43195125,19.01353531,73.01026646
418,38.06622418,0.043410052,1,85.88437645,0.249750802,65.11959061,31.46408699,31.84581074,82.7773279,74.82218003,84.73339924,65.52610766,22.95377926
419,71.17922687,0.022376059,1,33.3636615,0.020708742,79.82896134,86.29263811,33.08357281,90.1363105,70.77737485,3.12897034,50.64876296,60.58266831
420,46.51233726,0.016406218,6,89.50962983,0.020597112,58.30333605,92.44883804,54.85143669,65.14434137,29.00262189,24.83505506,71.34544209,35.90212679
421,88.9285757,0.014806429,4,19.10849286,0.061176044,7.827619733,76.19331499,57.43504662,64.32870671,23.54901658,10.09985254,9.447334616,90.03505821
422,47.96483809,0.022880335,4,89.22753,0.050204722,25.58599259,57.99828549,24.18818486,35.49650095,8.419017561,63.38131748,72.01472603,56.29591494
423,13.27741179,0.02724988,6,64.2811272,0.010904492,77.95564409,63.13843324,93.10753761,48.15956478,85.3823818,14.2797327,56.02825415,45.40558968
424,85.37823536,0.010778295,2,89.77142589,0.259215725,5.663475714,24.3287804,33.42076278,18.48061474,23.40803281,28.95522293,58.76259776,20.63741538
425,39.83245971,0.044371416,3,37.79980504,0.069769854,75.52951067,13.65442489,64.80200756,65.44461538,49.31016213,68.73614325,26.50472355,18.89462242
426,83.95244917,0.014706907,2,10.42463116,0.016557207,55.45640541,10.30455626,32.31502945,23.65142201,53.12541606,42.55677908,82.97331753,14.35693325
427,41.48627009,0.012794785,2,14.1577017,0.046270729,14.78551331,53.99895941,29.70168485,90.8596751,62.26006633,66.91712637,48.40433999,49.50781916
428,65.01089928,0.080399218,2,78.66214363,0.012989256,37.86679574,51.23526626,46.41780889,22.98383096,34.91962918,11.82293933,60.70911931,26.3338875
429,75.00205737,0.037101038,1,64.18040661,0.02156823,11.32661227,17.83283439,25.52557167,73.47832103,51.97657758,9.202870791,29.43283956,53.49963419
430,8.316944551,0.010775343,6,80.37338463,0.013620255,76.81287631,40.69823335,89.69834419,65.04807103,88.86702302,57.48854816,39.5830767,13.10271977
431,18.02290046,0.025580087,6,15.0738333,0.042022592,28.51993788,42.65078098,14.79220549,18.75433712,7.32316224,53.84463683,70.48045438,10.13050772
432,92.40861451,0.02613352,6,68.64391949,0.112163346,59.72467804,37.39930455,69.68030404,52.38133493,52.12059433,22.64625358,72.98510739,62.22279401
433,54.47490236,0.012615142,3,6.257720968,0.035578323,90.21395917,74.23487061,76.79898228,42.19753368,83.44083962,68.52203066,90.41982246,77.51639292
434,81.70234672,0.111621792,1,80.20040927,0.013951671,13.30817324,26.36361167,56.1405102,88.03748474,43.38176257,12.70288615,15.51757596,28.21161094
435,36.81060783,0.194230094,5,97.06051682,0.01272725,52.87007484,78.7660097,48.13053647,25.63836063,7.526701868,92.01750527,5.996055362,92.49677739
436,72.3314795,0.018787713,2,40.12364576,0.024823497,18.71719553,14.0426631,46.89625914,33.71791204,44.82817538,80.9318927,9.057401177,24.83770885
437,81.70503738,0.066744188,5,43.56545279,0.126551044,31.52419017,89.69616061,20.71732375,81.43952705,81.00508067,54.54346696,87.61021038,79.18195045
438,41.24774603,0.010461121,6,61.28564597,0.010745975,26.82980045,38.16708322,22.53520804,52.20278176,17.87228529,79.82760209,13.11677921,37.08383568
439,32.72990423,0.010785788,5,22.37603738,0.035219421,18.10553842,0.998516451,42.9676096,7.451285126,35.90140284,71.86217577,54.4268339,9.267921009
440,15.64033952,0.056603994,6,53.24235889,0.011917564,2.727534859,6.985733154,34.71381931,47.23847658,17.64792378,90.96944801,44.5260232,57.05398788
441,94.81769768,0.035133297,2,35.46415412,0.033003814,35.21854897,29.24483542,63.67789777,78.23298907,28.9702303,47.45003604,88.61716662,44.15417228
442,61.35649336,0.018317079,1,79.25889206,0.051552417,90.32984088,3.161606802,2.192562693,50.76955349,80.35614914,69.77256522,33.41467952,41.73065229
443,97.93291547,0.018380637,1,24.55795184,0.015971571,59.75930926,63.90183475,90.49602662,90.36388565,12.93082561,29.81228388,42.97750814,13.66796756
444,38.24565645,0.037918114,6,11.7834198,0.014626969,89.13332415,69.62731771,21.07084994,15.09440076,10.6963135,82.48020129,84.96852296,31.34078336
445,35.24115438,0.022113957,4,18.32574245,0.08453997,68.51743597,42.43825035,46.13794602,75.07013221,66.39101554,77.5887044,56.30298311,6.497446483
446,51.26695531,0.035734066,3,56.66524644,0.01182151,15.93533687,44.75534673,59.63870022,22.53028165,74.55730025,34.68941695,25.29350727,87.24208746
447,87.97274995,0.271369022,2,68.89161139,0.013148938,80.35133687,13.14357301,7.274389977,17.11374654,45.44410145,6.753270569,4.748736242,33.90013186
448,38.07982488,0.02896507,5,92.11853476,0.01523766,55.53410233,17.77034842,49.96032175,42.96394484,25.92416846,11.23905766,65.02176531,58.91758121
449,38.45021249,0.070576994,2,5.571749248,0.021431612,20.41803498,23.66137829,58.87665102,26.96695988,47.18913197,60.43462506,60.28864995,77.04835936
450,39.63339974,0.036529039,1,63.74211589,0.106902485,66.62131989,91.48396904,36.17188435,92.45994368,48.14918266,8.765594709,44.09708796,11.52484342
451,47.67571293,0.518022816,6,42.39507711,0.01850467,52.86915252,53.51976236,86.48466221,57.83331685,8.901668387,29.50687999,54.77074276,24.93791891
452,74.91762656,0.056369372,5,40.05805398,0.047829645,33.1902292,35.88069773,47.21235577,28.10575165,21.91051728,87.71167898,23.9228738,27.47291035
453,7.713158537,0.059412782,1,64.2571055,0.010547931,59.12287214,86.34115656,36.10616109,65.81797786,22.52843306,1.131242149,15.93033434,64.84909656
454,21.74981726,0.0108902,1,39.6452662,0.018929203,66.46889569,32.47523688,40.16408832,56.51715543,66.61742869,65.54301028,86.48784841,17.6671785
455,65.29216156,0.05223919,1,1.051378689,0.012616953,16.40306178,36.88877319,87.4756271,90.86313285,15.70992187,65.38421726,45.38064492,38.73337869
456,28.74773726,0.042665468,1,73.50612401,0.01293689,59.35771181,45.33580235,32.75697397,68.97500255,82.95896368,78.37363903,54.92737394,84.03805004
457,14.80361351,0.540884311,2,54.4912069,0.013798168,89.22274088,83.392989,49.10806068,27.49845641,46.26350022,57.74926348,66.32822164,72.94558535
458,69.04635363,0.011791001,6,11.66470176,0.012496713,66.43623437,47.11873692,37.24234052,63.60364746,80.60471062,55.43159212,14.05073165,26.78588156
459,16.68378467,0.041022758,6,4.059068104,0.031977311,59.11531436,66.09654587,51.90164981,23.47192987,4.886818376,65.31444044,83.82243963,86.90120235
460,62.29227414,0.02562562,4,30.53983052,0.030565166,56.81453535,84.83418902,9.615955446,70.21147838,31.40581135,45.6983812,80.32068272,61.39223366
461,29.60394978,0.047532611,6,99.53540364,0.019667344,12.40173072,67.88861816,3.205912917,92.81391212,56.63805646,17.09328212,38.02968373,91.97943814
462,25.69316455,0.018862739,1,57.53995348,0.050863162,76.06292142,22.35883347,76.47462565,4.126822194,36.81368773,49.59395262,40.40814231,59.27793932
463,27.58144925,0.015443658,1,65.35949643,0.020718355,19.57578785,71.67360916,78.85801653,0.991512073,8.029098396,14.40142233,92.35172624,42.88421189
464,17.24530233,0.03516083,3,22.30309365,0.083531581,24.17932639,36.13691996,16.9847099,87.20018194,36.75695236,67.59484194,6.801142491,19.12934286
465,22.38992487,0.013437675,3,11.68482557,0.06138327,64.2950924,53.962982,34.25834321,17.39031069,4.558957907,16.68002063,10.66911302,80.62318826
466,25.08612226,0.010960812,6,99.03269938,0.01892642,80.46394329,47.28949903,27.18390749,28.63479966,34.94863178,77.8228775,20.04729639,17.81384927
467,69.39934799,0.017146797,2,78.61422822,0.029222632,43.98457654,30.14722279,49.09322376,41.91801322,32.34532356,41.6428095,67.97420019,29.74548996
468,77.83786515,0.104413398,2,21.56587716,0.015776922,3.803139118,64.00976553,73.38881278,54.4277853,56.09711101,38.84425741,31.07738847,21.42671966
469,10.32290625,0.01382508,6,79.69956107,0.013786598,56.31380559,9.987672021,87.9791871,57.50759558,17.89593441,55.73525296,2.248103368,37.07521864
470,93.5943022,0.021491479,6,19.09572073,0.010762944,76.51994832,19.98302977,16.41674403,1.400880511,62.19040249,32.17923331,71.11283238,2.651692773
471,27.74989782,0.042971129,6,78.45388947,0.036206984,13.95324433,71.45211326,18.02444693,74.16808126,42.30339326,32.40484648,63.42938509,91.59903487
472,29.55817688,0.210911102,3,57.04554042,0.011318095,30.38812392,27.42449793,40.0563825,85.72276917,12.33247316,86.01564582,67.4753047,51.12601224
473,52.08556821,0.025118783,6,64.02995889,0.022895088,53.58849565,79.09660722,76.18658003,7.838279591,87.10614487,1.044943542,41.53444768,11.44262178
474,21.84064834,0.015532651,2,66.81593168,0.04336931,52.37325403,50.38014647,23.68108245,28.52572922,35.04546117,2.142452141,87.7046176,58.06865729
475,55.34366664,0.310920902,5,17.62514951,0.010744089,8.64387467,84.31681455,40.17766635,76.67568362,71.88007097,67.4164291,71.93073665,20.08076417
476,41.56775732,0.018690347,3,11.93277106,0.013168751,26.36894931,46.4122162,3.824416839,16.35837519,86.93789424,30.93530999,67.88252659,22.01315741
477,52.75259327,0.016242475,2,48.18033103,0.026270603,21.43061414,14.7101296,20.5372797,76.5711657,2.33992831,27.29798766,52.61080174,91.78383436
478,69.29735615,0.012275171,4,8.999935735,0.119055168,10.50683409,53.14738242,30.24588452,69.1848259,56.85808406,27.84745549,48.22088205,43.69758839
479,58.41552236,0.020330638,4,9.310383879,0.011266737,81.21969561,74.01382408,81.82757611,70.15639379,35.29101361,85.84777278,9.453777316,81.3861873
480,49.44710226,0.024298359,4,58.04849708,0.010301296,29.23102737,47.29322457,2.932835736,2.161193824,23.10488161,58.05822406,88.62913821,25.60625653
481,81.2529149,0.014587878,2,97.42918269,0.031641597,91.38392075,80.03463363,8.046250137,71.71855452,47.54959752,29.36566246,68.45452194,62.16913409
482,65.62541004,0.100239738,6,77.39726832,0.010293358,83.44794173,48.09058071,55.18267092,56.79435112,92.29814807,53.24201018,62.44782915,72.53814835
483,7.325955098,0.062149899,1,21.79617732,0.03771023,57.99290725,72.01984112,71.5656848,57.55573593,71.39701866,5.584068124,64.73016625,29.37347083
484,51.1588813,0.011257451,6,84.01405479,0.022351081,75.67054468,31.22688173,25.74029458,1.682145394,75.67816272,87.39743497,1.108440969,30.14954631
485,23.09514211,0.014971052,2,54.03735624,0.024842188,85.98491957,72.55143767,79.38224004,5.174878208,88.09239946,56.02138444,68.11260551,56.28770533
486,95.07895176,0.08041393,5,62.42178997,0.021467496,14.28992226,10.62554735,46.90632543,32.70202333,8.788179003,15.71256454,45.07489613,31.90361945
487,85.214661,0.027655742,1,13.61331971,0.010046374,49.76922936,6.234488441,90.0661295,16.18904233,45.80605833,79.24270925,40.30723876,8.372592149
488,38.06622418,0.016213361,2,94.88300664,0.019020878,54.8808924,26.69392256,87.74469591,46.26885577,84.77650236,35.0098124,60.66908644,91.5493837
489,45.69001162,0.015987102,1,44.10997367,0.031747891,62.37634489,6.225089779,19.16537359,33.92848728,39.10205213,85.97054767,63.4770564,42.9128671
490,76.37893049,0.013678255,5,68.78429385,0.012270439,56.94880853,69.38775962,27.2321029,67.78069754,17.77343289,68.27362332,30.30003549,3.692010644
491,36.03568019,0.014337527,4,49.8743938,0.023912831,1.727934047,47.46007325,13.1173755,50.46014459,4.913487327,58.20057598,29.08144747,65.48560923
492,76.55568668,0.02620523,6,37.61607159,0.024635431,62.78490954,82.24135712,1.559536395,49.85412623,55.50477307,12.63601906,79.04719052,8.03425497
493,26.32790151,0.018652545,5,66.94990726,0.039415584,47.29531528,78.5079477,33.83016112,9.475550135,74.08106501,14.82918468,9.140310409,17.98800545
494,37.88170213,0.064251047,6,7.135476191,0.016512468,68.67214989,20.35391931,23.69930002,82.98093261,54.01061013,13.0466367,6.372116112,87.91235409
495,71.78512621,0.024531315,1,56.06024933,0.036269055,10.53996947,83.96345842,57.64437079,87.52225284,23.84672498,46.7028741,39.31101229,50.05194223
496,70.68022893,0.012460414,1,26.30024819,0.01670622,57.2136026,87.70175398,92.44090941,26.26610195,10.62183705,63.63853648,44.45385552,9.296553971
497,38.9325941,0.046643568,5,98.19943957,0.013080512,61.06295905,66.84258976,32.29702374,57.24560755,78.50084071,69.78598336,83.13137559,11.37968355
498,57.44065382,0.184675913,5,92.59024557,0.025958811,2.7366763,24.1759386,61.87528281,63.49691078,63.66997986,60.57729577,42.6900294,83.39898245
499,77.95906724,0.014794548,2,22.81337909,0.010725096,85.63721127,9.357578061,9.193942623,20.06775054,4.542409996,23.79100176,77.18706151,9.647470365
500,52.00185101,0.012384296,5,20.53844589,0.014406453,62.33620772,58.20856796,51.05070277,35.24655992,33.10074526,72.84039227,64.98831246,30.20887376
501,34.40383691,0.019936089,2,34.07426594,0.090565758,64.82721221,70.44038146,45.38542638,71.29080823,90.35291627,41.03423076,18.40299058,69.68552168
502,82.31955564,0.014222244,6,60.96957082,0.13999289,37.29908486,4.730670203,46.77718135,92.93165518,75.10664342,75.31320321,9.846137623,76.09183388
503,22.55749384,0.038156951,4,61.60657498,0.014416496,48.69983501,76.95699891,38.41216996,14.45191382,35.39619847,12.98801395,58.68969524,81.68800066
504,72.6229238,0.021014681,4,6.978148689,0.012686928,63.05422742,52.88515673,9.483717846,58.01142552,81.33306985,76.10433239,67.95693143,56.63800141
505,98.53819141,0.280290913,5,49.82445981,0.033996171,64.38367768,31.52954193,69.21238578,67.98200891,51.5339802,50.98784679,88.44524762,56.25136803
506,5.82738944,0.030272237,2,36.73344042,0.739742249,53.18749724,45.95311704,33.98521983,61.89181637,59.47204257,12.5086767,24.14480765,5.687457205
507,48.63242246,0.010037935,2,93.01795002,0.278423974,40.2412692,84.93787993,66.57243265,19.07270572,71.59550543,90.21282931,23.37377768,46.88254812
508,73.86890111,0.013168413,1,59.82989661,0.097266744,87.90980548,93.14132401,87.53264344,22.35864224,28.54957453,50.24035863,66.4268632,72.21843196
509,40.53084184,0.019328489,2,13.74660013,0.010181422,74.07872625,18.32907575,63.36741119,9.737386921,53.54037387,20.50181727,66.00060245,17.23172494
510,70.62215952,0.028192201,3,70.57273926,0.054064414,91.49817108,69.09928425,56.26293442,43.69881783,15.54022284,17.98115893,70.52081892,49.4973602
511,17.41751214,0.02415873,2,87.50960272,0.030996855,35.97119307,71.92829683,73.98801675,87.87166651,81.80888291,84.06569681,21.72367148,34.76927122
512,49.36354755,0.043709141,6,86.18500319,0.010511756,75.70785669,66.86274509,83.36741245,45.44430918,21.29676073,51.60617512,87.872927,81.93539829
513,97.80381875,0.131381675,4,30.08265435,0.011466227,51.86155165,90.83994546,12.16754473,55.07565632,17.94652971,91.68340291,71.50918247,37.49530432
514,40.13847759,0.017179962,4,41.85795775,0.090307648,61.13222696,45.59755361,7.757341889,83.29134996,93.78530447,29.36577782,28.10941443,87.28882886
515,11.84324979,0.026381933,5,20.04372234,0.020487742,28.37036732,79.97925879,1.991685711,41.20722438,72.00401869,3.09891985,89.8796251,86.09927177
516,78.56442145,0.030985934,1,71.31420566,0.016704923,10.65140555,14.08110696,44.77425642,7.945673467,90.74455446,23.89082304,54.22178077,21.92960422
517,2.247763258,0.031064956,4,69.50766675,0.089387335,16.45484275,92.25999005,15.11981712,81.82586317,18.57691483,40.61148189,67.6583381,43.95121723
518,80.99479037,0.014343268,4,77.35769059,0.032884432,47.00189327,56.53008892,46.36538461,53.94836664,92.45428446,2.809548499,75.15269397,17.30704262
519,30.01450713,0.022647117,4,3.205988575,0.010353353,39.47537512,91.55040852,92.3039979,89.67373136,5.137446291,17.99128699,35.60627409,90.09994294
520,98.31648946,0.04508243,2,55.77856403,0.022274632,69.31205485,8.006802528,33.57093625,27.47293213,33.26743818,67.87511963,50.19562598,20.66986423
521,85.13989439,0.012595235,6,60.4260154,0.057646444,36.43185109,31.307791,87.15344889,87.46479574,62.95229204,16.82610554,77.21434351,71.21924647
522,24.64684759,0.017588067,2,56.70378464,0.036580512,76.61920746,36.88392541,11.26452537,86.67652991,60.62037451,28.36614478,47.59783252,45.46501801
523,86.09847577,0.010975729,5,92.19667153,0.05311484,10.19161791,87.83802925,10.69164337,5.496387839,15.55802868,21.92824059,86.25920888,57.93291476
524,95.80381522,0.031105665,5,79.19805352,0.013614557,48.95134204,32.25864795,70.60559553,58.7424543,84.99385112,28.32056099,92.85186848,1.389160196
525,2.547589042,0.05150084,2,63.59639245,0.027795481,48.50528978,47.44064791,50.89072129,6.501702639,64.25730567,42.1487898,82.43549163,63.83345195
526,38.61845137,0.028423947,2,65.32981584,0.010151882,16.20193857,33.31379854,14.47142065,33.45555987,33.81615692,50.19632248,15.87826789,44.11948819
527,2.097335662,0.01752199,4,20.5508961,0.021361763,18.62259994,33.91327182,24.43999076,64.31893385,56.13150691,29.07747568,79.13623526,83.24989442
528,80.39406195,0.013068112,1,16.58783421,0.013627367,11.6968462,14.94737376,65.21230428,74.0037165,21.91427966,50.85910536,3.467050879,36.84844068
529,17.71022583,0.010809395,6,76.05177108,0.138139924,51.03222891,40.27868491,67.94730179,93.00213364,40.62244526,12.14704179,56.35282994,11.7907015
530,35.58105292,0.018239656,4,43.71568352,0.013876245,12.48332742,49.6158051,90.34309357,32.96753902,83.92443353,7.51886545,17.54442096,36.71280172
531,92.88356979,0.011176669,5,76.32342239,0.268164953,87.88681017,42.69782992,25.73969749,20.93863701,80.20860507,70.34570958,24.25378998,59.05220611
532,91.54043915,0.015323541,2,93.39261925,0.020252078,3.718770233,76.17970562,9.180659674,12.51762247,27.22134121,24.80971657,26.13166048,54.29782505
533,70.11793971,0.014862712,5,49.32824151,0.014635862,8.692467226,7.424998129,18.65733679,11.25151161,58.44363846,83.94072962,80.22036137,68.12831761
534,98.18393253,0.023210026,2,72.81299203,0.028635744,87.35653886,11.75343179,65.36803949,12.5323372,76.56583453,31.60788606,33.60519339,80.0973735
535,27.96505178,0.034540564,3,39.81141363,0.042219827,90.14517628,49.49556598,87.4457922,87.53478003,63.36554077,36.56331002,33.76687352,51.47065443
536,5.173979132,0.028900953,1,69.09839496,0.012773644,73.48166565,91.54034158,70.37243848,52.56840751,45.48790363,39.66201983,46.1840721,65.6289236
537,61.99559591,0.044906139,1,56.78555138,0.021148201,13.43807098,57.89087911,31.43302589,85.79317658,47.98152242,11.41353423,31.91610596,21.31237934
538,29.2081906,0.016149766,6,18.07692242,0.014252586,47.81108885,10.56662365,20.4708899,47.15084225,49.41230619,70.41792299,43.51770368,28.03604919
539,46.99945545,0.010314814,4,44.31794047,0.020625827,89.52988631,49.94973904,61.66577703,8.706253868,85.20251189,6.180391491,69.04033418,37.31334286
540,84.40691817,0.011651776,3,89.59399656,0.142623294,57.65529373,58.35588746,71.39380253,80.55252359,51.03835055,60.41782139,15.05069875,52.56545222
541,51.26193799,0.01697367,4,56.9235688,0.550212514,53.81788706,33.83730539,46.2897776,54.76256567,40.09538808,37.99209492,21.24819298,6.698145997
542,49.34997987,0.076788319,5,29.28992446,0.013299111,90.1573745,68.37236354,60.89849889,33.61081621,6.654028339,69.41375735,19.02594802,4.457018464
543,34.94952948,0.021736626,3,23.29753171,0.011615362,19.77031856,42.67907913,58.36821274,58.65341623,37.74155174,50.46262796,21.3631359,36.35251089
544,70.25062016,0.014022369,2,58.46292735,0.019129332,39.59838292,65.02069065,30.50402568,11.74029187,14.37180883,33.95605723,53.07452146,78.50241559
545,43.40282389,0.039460799,2,8.0062902,0.011874456,41.37492267,69.47495606,57.57875396,72.89027367,3.033042379,56.03478222,38.76591627,66.336491
546,43.58780312,0.073864526,6,68.82836757,0.012222996,17.84771429,26.91760502,12.55389161,44.56281497,43.1811105,40.64934006,47.67519727,50.23722131
547,93.31775169,0.04647596,3,32.90462159,0.034256707,40.00807736,49.18883699,3.776908789,80.07286017,85.24077752,5.149359132,39.06274809,51.56646509
