para_indx,g,k,n,lambda_pos,lambda_neg,thrs_A2toA1,thrs_B1toA1,thrs_B2toA1,thrs_A1toA2,thrs_B1toA2,thrs_B2toA2,thrs_A1toB1,thrs_A2toB1,thrs_B2toB1,thrs_A1toB2,thrs_A2toB2,thrs_B1toB2
508,47.30412552,0.011278345,1,23.8934188,0.252307654,0.416034661,1.552656931,0.919729549,1.949010992,0.408073453,0.977222958,1.947806075,0.082382544,1.195975511,1.414265871,0.617905352,0.995777081
509,24.5109952,0.031970659,5,31.93207202,0.011864635,0.989680948,0.220940243,1.147768594,0.181278926,1.629919659,0.362566194,0.429112251,1.642960029,1.571648373,0.028091215,1.331190862,0.461297866
510,68.6922884,0.028419186,5,52.03583107,0.014961504,0.790841846,1.301269868,0.095785625,0.199558638,1.266757781,0.231835486,0.051926107,0.505544762,0.529952289,0.392132905,1.623199273,0.591831888
511,78.94701662,0.014674884,5,43.94202611,0.014136226,1.059027018,0.69910668,1.06072822,0.396549977,0.358446398,1.504273028,0.084948352,1.310523518,1.578777359,0.72654845,1.821222225,0.726711274
512,29.47883648,0.069368523,6,16.7557719,0.023181614,0.884442505,0.927450758,0.747403331,0.718697609,1.68297453,1.148744879,0.45585432,0.680546663,1.553473033,1.392274968,0.498008588,0.30508448
513,20.16439148,0.013097686,5,29.89574053,0.080921262,0.191048695,0.613986876,1.463270266,1.998129303,0.059077414,0.694974773,1.434008345,1.705483731,0.239948696,1.742994433,1.113431168,0.749384061
514,49.07445533,0.017657106,6,65.50565915,0.014498396,1.328769034,0.640645175,1.282370289,1.020623656,0.96975907,0.102496034,0.784291965,1.0396399,1.001527191,1.011460856,0.411920736,0.238279647
515,92.00580278,0.017811485,4,99.89392833,0.011817023,1.596737657,1.258246676,1.107956497,0.506186028,1.697590243,1.422403482,1.424794856,0.344453786,0.070505926,1.757633564,1.071909871,1.732053735
516,77.56931204,0.011999813,3,16.27150563,0.012479565,0.501783718,0.719301782,1.441657937,0.228045525,1.461252255,1.229754307,0.081880801,1.220888118,1.868240699,1.790039084,1.214393958,0.7259358
517,64.8221586,0.01781834,5,23.60851945,0.348613669,0.858432895,0.892188899,0.804689499,0.266979195,1.771741115,0.601228233,1.277224922,0.07674226,1.896572022,1.290745366,1.044810508,0.382063299
518,26.89760826,0.012784712,2,79.11502871,0.012446152,1.408080428,0.810716073,1.582474682,0.10093935,0.160757884,0.673370686,1.208121996,1.170794709,1.230216456,0.970321554,1.009814458,1.166195436
519,30.79139614,0.014984078,4,29.47849483,0.011439948,1.759972035,0.194730922,1.734851853,0.098446594,0.857770901,0.378944895,1.934220282,1.560801189,1.116130517,0.322992523,0.220531849,0.932119058
520,81.51916276,0.025473756,6,20.68763511,0.013758364,0.892616323,0.968674448,0.817242964,1.220035035,1.315772219,1.454262973,1.630266009,0.625011098,0.136818277,1.255330161,1.585880446,0.941882602
521,84.25002512,0.01130109,3,62.75856131,0.16123215,1.112910567,0.219833318,1.482497187,0.380131362,1.248683864,1.817092126,0.955858689,0.206486873,1.755632363,0.130755802,0.566619153,0.044894814
522,89.17457633,0.013144147,2,56.56646871,0.060985078,0.332144243,1.058265872,0.703219609,0.835361904,0.951562952,0.947968085,0.971153427,1.811172326,0.738285652,0.116100907,1.831373268,0.205490613
523,57.50544796,0.014169439,4,15.05672727,0.064899213,0.954240769,0.878685745,1.253541933,1.606495114,0.180130026,0.138505833,1.920296725,0.167347196,1.26438752,0.533924643,1.409159419,1.17923957
524,57.75784739,0.013798763,2,74.71532273,0.01892866,1.327937199,0.160632783,0.572855091,0.882022169,0.148846048,0.657076848,1.122738914,1.824651833,1.808417775,0.201536152,1.178420994,1.412133376
525,3.358349764,0.011144462,2,2.111286413,0.011088538,0.634603587,0.13621099,0.478104512,1.501399646,1.762404863,0.769722083,1.079764613,1.727057045,1.135197179,0.905438182,1.727293326,0.826455473
526,62.8562561,0.013028062,6,80.82971446,0.013127992,0.730197385,0.546083463,1.424577211,0.978439473,1.482842933,1.318074501,1.275568582,0.530496913,0.27158197,0.883676796,1.325911339,0.235082944
527,34.28852738,0.088742856,4,38.37700135,0.033998671,0.76601357,1.050629183,0.479971521,1.339899457,1.893553206,0.956567752,1.310606276,1.768996718,0.402882008,0.951114217,1.692456758,0.165493017
528,82.47637515,0.01204368,1,98.99314698,0.042424401,0.947742089,0.882338729,1.419349534,1.049479858,0.863203317,1.152167936,1.189487392,1.246497067,0.203072047,0.939807749,1.353897648,0.129734828
529,78.26020695,0.018212399,6,9.208954013,0.032624602,1.41985982,0.436392898,1.062770525,1.30168781,1.677992563,0.38902498,1.424383955,0.349864056,0.174678312,0.868561155,1.088580771,1.311397943
530,85.07919624,0.018392412,2,38.24118168,0.021127386,1.762165189,0.222619389,0.051013413,1.141285016,2.008629486,1.696968148,0.184576141,0.076550887,1.489235414,1.301351015,0.235794021,1.030915004
531,36.99774097,0.010775131,6,12.20599046,0.013428641,0.197164297,0.482857839,0.245377936,0.30147509,1.080569533,1.179077556,1.175103019,0.304168707,0.280126903,1.643802133,0.575203425,1.886686195
532,54.19507156,0.020337797,4,30.54112901,0.016541312,0.943610459,1.676932696,0.389658362,0.745216845,0.413706296,0.060976495,1.029653943,1.729297042,1.687939647,1.682923233,1.646284138,1.7198201
533,88.25122703,0.01126653,5,71.84918723,0.014992445,1.457047089,1.750427314,1.278806399,0.178023501,0.149110608,0.999771038,0.259039132,0.021329173,0.107034368,0.589565169,1.655570816,1.476623685
534,43.7603645,0.013035101,2,4.911686022,0.672023107,0.283072843,0.553501601,0.203023798,1.644567217,0.149324714,1.581330551,1.137757329,0.069188974,0.66963166,0.523197271,1.37270686,1.558973797
535,34.49802822,0.015131346,4,56.23192753,0.014712637,0.959079046,0.852187944,1.307278094,1.567372072,1.718672647,0.135230753,0.185105038,0.346355622,0.948385015,0.328576777,1.239085381,1.448162168
536,93.66462276,0.024767458,3,50.3987143,0.035492024,1.018279159,0.722218021,0.542017321,0.252834346,0.309229222,1.000427936,0.522110596,1.329773281,1.659693037,1.228325892,0.516539027,0.886071952
537,91.50980287,0.011212908,4,66.57341582,0.013591758,0.578866659,1.416505187,0.053682891,0.320045714,0.128219671,1.892366017,1.729610103,1.003002987,1.114916768,1.410400438,0.24343587,1.005301108
538,10.4699248,0.01686199,4,76.3283459,0.016491866,1.104359051,0.735190514,1.120192751,0.212386951,1.481370071,0.670727782,0.291836075,1.917137533,0.104868574,0.165146077,1.51934659,0.411392517
539,4.503112585,0.084065764,3,9.072942269,0.018397876,1.792142318,1.658330146,0.08789487,0.74437878,1.214444735,1.814158363,0.804552081,0.433348065,0.158438032,1.525312267,1.126661535,1.455535367
540,6.338495435,0.765629167,4,73.28515547,0.028193199,0.987562335,1.696330376,1.315199994,0.552931335,1.362897271,0.68251711,1.928316155,1.450662286,1.772993818,0.670314843,1.271857598,0.366829414
541,34.94948653,0.015475318,3,98.64072989,0.010822357,0.073761726,1.278627793,0.027106458,1.12232786,0.859541875,1.008596236,0.941757178,1.457641962,0.158710826,1.442213896,0.754278181,0.360867202
542,77.18161589,0.075769365,6,37.30590054,0.017035358,1.484146196,1.789290747,0.870258796,0.082479647,0.105717673,0.435531864,0.804075196,0.516323275,1.900701857,1.530300165,1.779938056,0.333351737
543,75.45167434,0.017987904,4,54.27675738,0.014425003,1.040028809,0.496704514,0.261151549,1.80969297,1.097460856,0.113565954,1.322285655,1.252090542,1.083604103,0.317638219,0.388410969,0.588828399
544,53.700947,0.010893664,1,24.98659586,0.014947695,0.908632795,0.08962576,0.660017229,0.201982841,1.636105062,1.898331974,0.985251761,0.324542916,0.945219863,0.769917789,1.285938737,0.099320933
545,20.31286073,0.073473749,3,37.04905518,0.104009475,0.561248339,1.406241048,0.590298598,0.806569276,0.621879732,0.645516563,1.177140118,0.167836693,0.5951409,0.464484904,0.546634178,1.534514478
546,52.89801634,0.073061713,4,89.48442853,0.026379441,0.526011084,0.787485505,0.66413002,1.959741741,0.182435061,0.657132671,0.062851199,1.366530343,1.841946013,0.748981541,0.95133974,0.86672498
547,30.03578672,0.018151459,3,29.80046902,0.011148063,0.565274411,1.134850712,1.604784347,1.799773382,0.28411912,1.67114892,1.632284907,1.728786986,0.040833825,0.835208375,1.630333373,1.327927073
548,95.99302234,0.040289171,1,54.11824193,0.013838951,0.353402743,1.6097441,1.752905704,1.490488013,1.743039774,0.803044437,1.344384305,0.293266612,0.645912275,0.794510375,0.616603769,1.61927265
549,21.19690637,0.050641473,2,70.85003361,0.010321312,1.180316932,0.85363868,0.855774434,0.242080606,0.261925042,1.282076531,0.568282754,0.948059511,0.298991406,0.494368666,1.306612243,0.640104249
550,24.86664615,0.088401001,4,87.97712411,0.022321759,1.193936973,1.298266959,1.693105486,1.577171551,1.299541438,0.583183587,1.327032003,1.630034908,0.559008608,0.675794819,0.377605983,0.837052018
551,80.09473492,0.019374758,1,58.06742411,0.014651635,0.60977934,1.422347546,0.355696435,1.370938465,0.863987975,1.020143565,0.977328131,1.757096494,1.581393436,0.183210731,1.689495419,0.197310789
552,80.37310685,0.027201041,4,75.80863262,0.014030419,1.325493591,0.89553196,0.067519715,0.66349018,0.416038652,0.693510723,0.52212331,0.691689291,1.856877467,1.515655677,0.762245984,1.518805746
553,7.935515021,0.012604697,3,54.29193051,0.029305435,0.769713592,1.19275487,1.559490168,0.968904027,1.115581163,0.065814281,1.428061178,0.871493062,1.114883602,0.764746412,1.898209499,1.307624409
554,45.25347839,0.027325771,5,36.74991688,0.023273353,0.637628008,1.196345244,0.069089367,0.438685531,1.715789789,1.136658979,0.1237758,0.973898439,1.180847171,0.595854107,1.442783556,1.737215884
555,17.80583687,0.019851561,2,47.30283505,0.011068002,0.056876727,0.507110838,1.449892245,0.76936124,1.224884051,0.67245461,0.885523792,0.200859916,1.373372188,1.169291348,0.195078006,0.469598441
556,34.91270915,0.010601086,1,53.32558094,0.032979828,0.714644919,0.613647648,1.002693597,0.084781173,1.885968374,0.151465543,0.544998777,0.052069524,0.082968706,0.091190898,0.906628058,0.760774238
557,31.94418133,0.015584926,6,26.04958875,0.025259937,1.517005203,1.226812335,1.134763532,1.429755643,1.495190723,1.54767798,0.535099741,0.733144774,0.253034973,1.586236309,1.083722035,0.288373894
558,84.1075889,0.0112323,5,9.103361229,0.01733753,1.437077341,0.653040584,1.415211019,0.225624905,0.939219994,1.66799665,0.718873689,0.844795359,1.914485231,1.750151511,1.189253029,1.723686391
559,75.9239698,0.010059341,1,80.59329619,0.014626852,0.089078219,1.299545449,0.092910771,1.771994657,1.352782487,0.026029365,0.736714021,0.291166689,1.879285715,1.261221436,1.771997039,1.549916822
560,63.82726863,0.016378889,1,90.55666359,0.021962741,0.22514287,0.075063121,1.516377139,1.679244279,0.194552569,0.822639987,0.570515044,0.371667512,1.091109671,0.862416261,1.501758241,1.471347895
561,96.83360791,0.012391879,1,93.3664402,0.140260803,1.154752974,1.039680633,1.507476289,1.773385292,0.280694932,1.316182971,1.482256137,0.602795858,0.065668269,0.395423398,0.357227598,0.941330776
562,50.40197538,0.010633354,3,87.39332404,0.021600348,1.669888365,0.378572033,0.728580628,1.79403131,0.603705573,1.471575977,1.001851012,0.808914448,0.212720859,0.576822047,0.710187732,1.819835429
563,38.3297818,0.031075473,5,12.97085017,0.058024827,0.359159225,1.425318388,0.797583797,1.109122845,1.883805471,0.223230473,1.482341845,0.916272499,1.596188599,1.684857966,1.391281908,0.385598309
564,47.42686303,0.010426719,2,38.08073218,0.132170114,0.59540128,1.312715764,1.241696629,1.895359131,1.99798258,1.107044398,1.221939633,0.652521246,0.406389093,0.821672614,0.54594304,0.061343974
565,26.65492474,0.034999022,2,26.43721278,0.012308543,0.406740983,1.275890268,0.121209284,1.543559867,1.896899779,1.194981001,1.601513003,1.059793168,1.533648959,0.543598568,0.223267076,0.291379244
566,44.81669387,0.010028963,4,13.56625793,0.973899057,0.04660952,1.694705778,0.043494658,1.454407907,1.51753841,1.556986888,1.769767628,0.072717324,1.539142786,0.962209886,0.226831194,0.658799764
567,93.24934158,0.059819206,3,10.7034424,0.016659435,1.135029912,0.278944503,1.246741456,0.402665538,0.482472239,0.626934044,1.799420901,1.115452287,1.455642542,1.585268379,0.711315685,1.499328905
568,91.75626181,0.02187312,2,40.88135406,0.019252247,0.139633202,0.722065446,0.614219657,1.473223645,1.006503887,1.676398468,0.072161937,1.848644805,1.657273931,1.048399254,0.262319581,0.169493527
569,1.064695238,0.066022986,2,38.648633,0.020921876,1.815722223,0.936552486,0.359393989,1.486408156,1.903494974,1.00438633,1.361602892,0.329728296,0.063712505,0.552037148,0.070878395,0.04144247
570,90.3040343,0.016345421,1,63.03080446,0.032979666,1.340273538,0.846885228,0.888603414,0.8444373,1.047007291,1.685066848,1.884935651,1.282874526,1.045329577,1.522992582,1.537215161,1.767063804
571,70.86057181,0.039666124,1,75.96205528,0.010256538,1.29087854,0.031501585,0.269964265,0.81547494,1.874075519,1.887719322,0.446597504,0.740304067,1.367365737,1.505194536,1.362572658,0.557704593
572,67.58136913,0.087971986,2,59.83555614,0.011953582,0.666838932,0.679053132,0.563030476,1.496252799,1.094293353,0.126954177,1.552377149,1.321915205,1.898816814,1.532856235,0.396409222,0.678394884
573,20.05962643,0.013077617,1,13.5508943,0.016877827,0.619557244,1.667495699,1.719645234,1.395763459,1.097106078,0.145682196,1.925240468,1.80779449,1.376231706,1.61183169,1.409589954,1.788545018
574,53.03919965,0.014323606,6,22.52852143,0.015496781,0.494648798,0.312523946,1.479018401,0.143676242,1.770683038,0.480252998,0.149746949,0.242758263,1.677932947,0.820388477,0.639887972,0.446493167
575,36.96097431,0.033528359,3,93.87637851,0.019718629,1.102842867,1.006932733,1.022856384,1.496024796,1.516000823,0.894349086,1.687092433,1.140684776,0.756979645,0.992689485,1.72592208,1.657251733
576,78.54205007,0.012512824,3,19.34112128,0.023556759,0.367119661,0.959645236,0.85482758,1.219118581,1.822055285,0.146467944,1.264972411,0.773152558,0.373328688,1.358526171,1.069456894,0.41662795
577,23.72335489,0.049205895,3,56.87095676,0.017501477,0.765653899,1.457537253,1.025935306,0.361651535,1.434310674,1.565770813,1.893641895,1.765768225,1.682947343,1.036549743,0.810765605,1.07519712
578,57.10695203,0.076118889,2,4.857542133,0.037673158,0.055834757,1.616724781,0.526237372,0.625845022,0.580249009,1.162040491,1.16755608,0.932281085,0.083656389,1.427362025,1.557701133,0.559751894
579,43.5688189,0.061376528,3,56.09725698,0.046908271,1.012913255,0.443015763,1.519879751,0.852003809,0.912624383,0.165261273,0.914904152,1.355562301,0.424426172,1.383805136,0.803435104,0.191196401
580,43.55094706,0.014196548,4,10.2526376,0.017443781,0.558406612,1.180280874,1.283502208,1.337317012,0.379723511,0.033402206,1.56410212,0.897552346,1.251124906,0.55105174,0.882462313,0.747743712
581,40.78651036,0.019918575,3,80.15792188,0.013019189,1.241710278,0.361123748,1.300711911,1.109124809,0.26684956,1.122773868,1.409957275,0.400268473,1.486624044,1.501646814,0.109456863,0.185612441
582,32.06679352,0.025185228,4,36.2367134,0.027822883,0.838736836,1.386340586,1.247339142,1.795691721,1.495237755,1.715736662,0.56503039,0.967425137,1.145320856,0.726960138,1.111053758,0.324994996
583,67.27732929,0.016516203,3,15.98630702,0.015649555,0.656898969,1.297726742,0.044441532,0.941614345,1.05104904,1.944378973,1.139989107,0.977220326,1.565323952,1.018732144,0.18183199,0.433616334
584,26.53088601,0.012970291,2,68.89040895,0.039880597,1.465962696,0.05594697,1.174885558,1.878086106,1.91169984,0.90086036,1.90714952,0.102866038,0.617746323,1.061981234,1.106839876,1.807586907
585,81.39087365,0.010639449,1,6.706966969,0.020116379,0.164562637,1.139188464,0.204537765,0.28160992,0.172948662,0.3068486,1.378215577,0.53803947,1.26395458,0.336071282,0.594303454,1.562436449
586,7.453323286,0.021338269,5,54.38299979,0.04707354,0.238534679,1.515522478,1.042832643,1.394907888,1.504151552,0.067893966,1.246227661,0.574864943,0.98462678,0.633441724,0.06502676,0.836911479
587,38.51941676,0.013568709,1,57.14841677,0.012934065,1.261790228,1.346173084,1.093950051,0.097665199,0.395104007,1.294473827,0.060212681,1.847090137,1.634421766,0.970794055,1.602778133,1.537809615
588,36.44919628,0.057631915,5,61.63122406,0.027804331,1.105649729,1.599146599,1.173922196,1.198420182,1.768638803,1.852779762,1.863805795,0.851522697,0.036222191,0.107395477,1.184272391,0.978812063
589,14.24277221,0.011560705,5,15.93274413,0.011120889,0.62851504,1.434420053,1.480874109,1.721136258,0.124102091,1.917938295,0.763302588,1.404955456,0.561342143,0.131601539,1.117960769,0.633556608
590,5.21842682,0.016384247,5,3.573752612,0.030935225,0.836365354,1.15146053,0.356857917,0.473440267,1.438769151,0.108808661,1.868628441,0.370432096,0.375193588,1.384649737,0.084874905,1.627030341
591,49.37245835,0.01573663,3,44.69902692,0.013167048,1.447887612,1.511228443,1.146915779,1.727060764,1.767546593,1.703255087,0.713362684,0.995599158,1.932989753,0.970199742,1.281459454,1.139311167
592,93.50525187,0.016827276,6,61.21983974,0.042573672,0.241037384,1.128678907,0.918033988,0.991011311,0.834456048,0.729411785,0.733396483,1.953588098,0.783191237,0.780551086,1.249519822,0.339216041
593,58.50754813,0.015786912,3,67.56394009,0.022584701,0.826079873,0.961127055,1.131665337,0.509322995,0.830723519,1.870040264,0.105708338,0.563537391,0.057204533,1.000537691,0.290464325,0.528843365
594,89.14606161,0.03541913,6,55.29029368,0.017400633,0.049028048,1.706778027,0.727944662,1.436209848,1.177411196,1.554532069,1.690615833,1.539935738,1.331514992,1.327236572,1.322326803,0.450288671
595,5.309167747,0.071461732,4,17.16482723,0.012939483,0.567809619,1.620665844,0.460365672,1.150243364,1.029387272,1.085957727,1.256202138,1.504078932,0.951401982,0.803334816,1.623669922,0.930367628
596,97.22573364,0.020945295,6,4.939513025,0.02068381,1.297974716,1.716046373,0.436801843,1.027866006,1.591491448,1.882146953,0.18593912,0.460507328,1.812645368,0.5074164,0.463670745,1.669874614
597,82.19137145,0.033077126,4,36.0089143,0.018396218,0.120834554,0.297620173,1.520412869,0.719401074,0.745386359,1.010704872,1.515623558,1.841566199,0.831038305,1.675970914,0.955518046,1.184444601
598,83.9054971,0.051687053,6,56.20254382,0.010578867,1.127792848,1.655555573,1.316139159,1.930092043,0.028055912,1.829819035,0.376334516,1.737420613,0.486644504,0.399856013,1.212150725,1.403842016
599,87.25308467,0.014035199,4,30.51902484,0.022004819,1.654689706,0.053689024,0.667894455,1.329586135,0.819346685,1.487820999,0.513250707,0.700450549,1.036048082,0.597484643,1.503945097,1.61656459
600,55.67620367,0.016476425,1,8.080155039,0.251862655,0.503707882,1.373594426,1.828640623,1.417550644,1.173390896,0.779523181,1.645710172,0.644020514,0.230169575,0.873523166,0.564482559,0.040219554
601,52.03166544,0.128654673,1,36.85926,0.02613383,1.718697569,1.083145961,1.000827451,0.641334362,1.542167894,0.940490067,0.111809635,0.340852635,1.93716405,0.328537,1.746406125,0.184768
602,32.17275839,0.015256402,3,39.95151581,0.111168073,0.606761518,0.796406792,1.520806101,1.574864027,0.466206206,1.930897754,0.364122795,1.587807274,0.431249041,1.747256617,0.021578791,0.279231225
603,51.74103608,0.023248777,6,58.80178732,0.016888263,1.514905268,0.168805412,1.185627271,1.503293336,0.732638387,0.670052921,0.990505202,1.777992956,1.792926477,1.177473528,0.515096514,1.229275703
604,38.45738158,0.025120842,3,92.10324236,0.010044066,0.967264631,0.879628401,1.62719295,0.875039904,1.568537687,0.296981674,1.406041126,0.263762261,0.48749376,1.873488699,1.507466174,0.607127852
605,29.82706759,0.058972822,2,89.07212922,0.029332855,1.367877649,0.401974868,1.194992304,1.25894324,0.216012529,1.165492701,0.035547982,1.694714202,1.378586139,1.883281227,0.216580997,1.584853382
606,77.7079102,0.039656482,6,19.81106805,0.033995762,0.536297579,0.139058617,1.01906716,1.493159498,1.337097979,0.345666197,0.412616104,0.649508511,1.936013246,1.645367402,0.201834015,1.798029127
607,20.88004331,0.010631079,3,75.47750638,0.048975364,1.123289071,0.037653493,0.470346303,0.970332182,1.953067328,0.58192989,1.096075291,1.944696788,1.156795034,0.442807666,0.053109098,0.351025645
608,34.17049337,0.010488371,4,89.32587475,0.010557841,0.358075335,0.369990257,0.030833454,1.825666635,0.36274794,0.808611642,1.033171933,1.457415417,1.393409514,0.090707781,1.736729108,0.573743862
609,62.50821297,0.023412427,4,30.48371609,0.018019092,0.446996524,0.164001743,1.286895981,0.378213734,1.912105104,1.758368193,0.102944871,1.820636601,0.362746304,0.552334929,1.480963561,1.834870514
610,25.16660979,0.136872209,1,33.0821977,0.017877583,1.806832705,1.766047671,1.124883327,0.351925943,1.122170295,1.769518655,1.544486601,1.577598646,0.760066228,1.624727071,0.336626801,1.472229184
611,90.98020303,0.029503529,1,18.36708946,0.015657072,1.208996038,0.849303272,1.720096386,0.173063273,1.292928702,1.507307112,1.399425044,0.895910202,1.001656776,0.689312453,1.899257009,1.760744734
612,6.506654112,0.017344493,2,52.85248795,0.016772008,0.584488081,1.600918134,1.00527731,0.612820897,1.18221426,0.744260845,1.365652212,0.129325439,0.35459313,1.728201929,0.329024791,0.270001608
613,99.19149692,0.092071166,1,90.35054694,0.040312678,0.362227345,0.545121431,0.864258276,0.700488259,0.617327681,0.339243755,0.073035875,1.189716965,0.432990096,0.304930355,1.26555452,1.532412113
614,88.79919831,0.011215974,4,53.35866234,0.019528927,0.283321619,0.13725151,0.262986996,1.806727865,1.735932394,0.14341019,0.869918069,0.785063902,0.982268032,1.140434073,1.663375933,1.150801269
615,96.45591372,0.011285653,2,72.89926322,0.018628124,1.392023557,0.760796468,0.722347076,0.421573266,0.979662651,0.89273987,1.286728055,0.371299788,1.119399177,0.604585447,0.138671488,1.047927464
616,12.65092993,0.053314409,1,37.39554362,0.910410152,0.975334244,0.730380557,0.462930391,0.898987793,1.913432034,1.509988782,1.196691405,0.613427054,0.628158308,0.838817553,1.319764389,0.851701639
617,3.750373668,0.242342305,2,13.7797686,0.013908019,1.007667164,0.766263641,0.436906086,0.835221238,0.918348658,1.130509085,1.046251526,1.817225585,1.75254707,0.393214254,1.20126302,0.453505815
618,68.30294128,0.013856217,6,25.16805875,0.013422273,1.74856485,1.811595671,1.831368033,1.070336079,1.510129309,1.924160297,0.148746144,0.855848946,0.222880648,0.241575952,0.825862867,0.488823408
619,8.697498898,0.025388214,1,71.21392189,0.019663586,0.164940439,1.830331359,0.168722709,1.282371428,0.673950368,1.721892453,1.512696257,0.522768074,1.097482766,1.560781121,1.578249906,0.624150752
620,69.2315593,0.013906137,2,69.79060684,0.026914588,0.851773831,0.980882218,1.180911678,1.063708015,0.678622279,1.080890133,1.280914882,1.607135259,0.316763972,1.595253776,1.901256579,1.590446224
621,36.05748184,0.036574584,1,48.34699315,0.010212775,0.93894855,0.662521119,1.603632816,1.074175792,1.270233467,0.233329693,0.147665091,1.176952275,0.081511692,1.571570667,0.895123238,1.834426895
622,92.53463582,0.018788737,2,99.56621197,0.0130623,1.60211745,0.77404755,1.595962447,1.70458606,1.473214215,0.9775272,1.554990732,1.322108961,1.452340491,0.199031037,1.097032175,1.055993955
623,46.34034913,0.020052299,6,77.26146806,0.011320184,0.364038631,0.498343024,0.492740211,1.701641995,1.119392004,0.428514878,0.850079867,1.023468476,1.103271586,1.433133972,1.20975413,1.776936027
624,85.02034888,0.042721664,3,8.995388446,0.01285771,0.901760391,0.973186541,1.050658368,0.560705009,0.058151825,1.86887243,0.281800347,1.311448356,1.292907705,0.4058512,0.046087249,0.661188189
625,22.05901589,0.022221205,5,14.15213941,0.013984322,1.506021331,1.70244705,0.856059707,0.998510584,0.522905045,0.482364134,1.172913362,0.129667609,1.960673153,1.641829053,0.605868918,1.344179727
626,12.72358697,0.011076553,2,28.08372435,0.042120332,0.037312234,0.565245035,1.496627467,1.418044273,0.3662261,1.175800971,0.664585176,0.959656349,0.871234258,0.55397083,0.296000508,0.030742066
627,9.297576886,0.027274483,5,79.3713916,0.010554717,0.694725399,0.04761585,0.984279045,0.831333869,0.474548049,1.796528731,1.926184176,0.488685637,1.181152852,1.136223756,0.104767077,0.980861483
628,3.578286039,0.01080817,5,21.44744242,0.013887528,1.226479419,0.551300835,0.091319277,1.141493834,0.407725387,0.364271731,0.365662452,0.809298799,0.531046383,0.945357379,0.063072862,1.858313492
629,72.52834962,0.048107698,3,88.22242703,0.049295363,1.342498002,0.153217007,0.242481914,1.398267772,0.662044815,1.532575609,1.901095597,1.102423436,0.036221724,1.105000148,1.039951237,0.770316287
630,84.08975378,0.179989477,6,81.34955181,0.013673291,1.072972803,0.641648508,0.676056435,1.125798206,0.92948652,0.760211777,1.314573687,0.950075999,1.51332109,0.636231374,1.527812801,0.658382203
631,63.06584659,0.046704701,5,26.22681088,0.037329974,1.314945204,1.681056457,0.747635897,1.044879904,0.69087094,0.469757412,0.502807003,0.289090376,1.530932521,1.339923724,1.514623465,1.369989845
632,48.29319296,0.011376231,1,94.86143211,0.135059977,1.744234237,1.547331251,0.231996822,1.337354441,0.669608183,0.736804061,0.13230588,0.116872378,1.802859627,0.194195666,1.042462512,1.310770719
633,56.42776289,0.060984433,4,34.42919143,0.021784389,0.971336145,1.073421601,1.083039636,1.370365793,0.917877513,1.567001724,0.712302052,0.188982064,1.001552365,0.444838326,0.079863849,1.268104124
634,27.52723948,0.028418574,3,72.66172817,0.044091346,0.476809872,1.607003478,0.040406661,1.305348581,0.93333857,0.66272364,0.266676645,0.589070363,1.111940275,1.003535995,1.205369451,1.193700378
635,46.04115331,0.019096122,4,9.482678381,0.012089348,0.563293435,0.871563771,1.201583069,0.521133344,1.828990165,1.002175469,0.226332539,1.360712852,0.288859734,1.03712604,1.70450715,0.133883292
636,37.16789379,0.057499563,5,66.41883612,0.013389699,0.32542146,0.45164417,1.079496122,1.526216587,1.955377155,0.175019378,1.619019966,0.446603159,0.232330313,0.862217027,0.639001914,0.528748328
637,50.08040496,0.020968923,2,32.75391056,0.01086894,1.789528569,1.537668909,1.534607722,1.79676102,0.210170935,0.880163384,0.570395889,0.189935555,0.537970732,0.300236747,0.454014209,0.735047841
638,53.45961643,0.010838567,3,69.72770609,0.048111724,1.771190849,0.661416505,1.412449023,1.310635263,1.905915732,0.393137259,0.249997352,1.140198487,0.695158897,1.383349343,1.453488648,0.459588304
639,64.41744533,0.010363358,5,26.06961026,0.035391765,0.342409748,1.059860196,1.077087288,0.936112355,0.844799411,1.879137156,1.602107672,1.495202261,1.482948406,1.873257065,0.037806868,0.106031921
640,76.40985445,0.010173935,6,81.85266565,0.031485118,0.116607463,0.317590225,0.695860562,1.711692087,0.503444592,0.128806219,0.207731285,0.506111459,0.567761268,0.062287428,1.611925029,1.218157659
641,98.41076289,0.166740328,3,61.08656415,0.107213426,0.74813727,0.186322977,1.507148535,0.274789461,0.502563585,0.318819729,1.242717862,0.771301297,0.441015702,1.254092854,1.776563287,0.512279714
642,89.35134358,0.013679646,5,59.2127201,0.035605885,1.603475538,1.267316289,0.03769367,1.22915896,1.363651847,0.037910258,1.00133284,0.533248692,1.178908227,0.687289595,1.501856302,0.595320161
643,24.86000734,0.021339088,6,70.15191606,0.176365144,0.304265802,0.466175985,0.251612713,1.822529529,1.500955947,0.804357119,0.82974224,0.463218714,0.56387784,0.833177751,1.722228052,1.753297501
644,18.55711508,0.010391164,6,87.41259864,0.010731873,1.35944536,1.515155786,0.664701158,0.851382858,1.148255775,1.355653806,0.562731578,0.347508099,1.291691963,1.172440318,1.280594849,1.485729659
645,84.9222112,0.024939579,5,31.38370552,0.011280401,0.383709811,0.312872439,1.696954199,0.057681268,1.780296219,1.02996485,1.276972671,1.201921698,1.26375569,0.307188681,0.675816437,0.414095412
