para_indx,g,k,n,lambda_pos,lambda_neg,thrs_A2toA1,thrs_B1toA1,thrs_B2toA1,thrs_A1toA2,thrs_B2toA2,thrs_A1toB1,thrs_B2toB1,thrs_A1toB2,thrs_A2toB2,thrs_B1toB2
314,71.49815712,0.018944905,2,65.67995829,0.015556379,82.70486726,8.97575484,0.569966951,0.811297437,1.614489527,1.447215367,1.640285599,0.595812857,25.59601567,61.18086354
315,98.49597347,0.01248375,4,48.6799078,0.01029014,79.08267404,24.5540126,0.740605644,1.142841827,1.80621557,0.884182557,0.133509709,1.782157171,28.32504704,12.30902287
316,95.27116965,0.038241358,3,29.48114179,0.010935987,47.72629551,23.61931559,1.215496711,1.142308214,0.478597363,1.662407038,0.845441286,1.223709002,5.699946676,72.48251141
317,87.21427915,0.01589683,2,67.03629454,0.022045776,34.48894983,32.02713322,0.509654504,1.230466868,0.981383024,0.818242488,1.117328038,0.92080644,27.06951748,15.11864817
318,68.2688508,0.262515408,1,92.28182638,0.049025417,20.77727354,51.94379761,1.213138666,1.111783877,1.636726062,0.83121661,0.907468193,1.103365811,55.63309664,73.73936402
319,92.30845734,0.043535155,1,33.52266539,0.277813707,65.63415111,41.43381155,0.019546957,0.135832168,0.222717368,0.508849871,0.619732314,1.192101984,68.87682746,46.47096008
320,63.39062915,0.026535368,4,71.86536739,0.02757226,39.03268665,31.06297815,1.692991467,1.73266774,0.155554287,0.434117566,1.176852573,0.48125871,42.60167422,69.61073145
321,80.61463035,0.063390455,2,96.58280334,0.06503142,10.96081673,50.77343725,0.735205987,1.047870136,1.769174621,0.098344403,0.233191622,1.714253729,49.53256947,8.139697472
322,28.59052059,0.012884765,2,76.01262907,0.01062563,76.11040869,75.01516662,0.912476301,1.659631846,1.113036696,1.139215814,1.578129524,0.895850879,78.10579744,81.82321761
323,13.20412126,0.01259073,1,87.30484035,0.011152847,69.44675664,53.59871499,1.607616203,1.171076651,1.554996811,1.275588793,0.922758456,0.822792678,1.586226709,79.63444768
324,56.69821074,0.060723056,5,54.91421637,0.012722879,88.48986169,18.59007662,0.570219353,1.568578174,1.111082906,0.068254286,1.107065953,0.868098284,8.961035513,24.82616767
325,20.18063375,0.039945963,6,7.554847661,0.010530482,28.08954401,10.68916191,1.224969035,0.237100071,1.012734851,0.634595432,0.968657526,1.243707864,60.69147354,81.44373032
326,49.98913817,0.03888222,6,39.73171953,0.035993251,54.225043,79.45869657,1.784127176,1.790061418,1.297410428,1.411610888,0.139840801,0.518511728,44.67896397,64.38457353
327,9.127429649,0.020615983,2,24.97427097,0.025514065,56.20055012,74.06694518,0.523905396,0.548318623,1.071110647,1.484231911,1.774846881,1.478552541,26.9586749,20.69238271
328,41.90805654,0.019139096,1,56.11743876,0.015364257,74.68682837,57.18704897,1.674085112,1.411364773,1.259956285,1.855576591,1.314119502,0.307562925,9.018127278,37.65404072
329,62.80388302,0.010073436,6,54.08949378,0.064352514,50.96565947,52.70516302,0.532501195,1.233623715,0.244852805,1.287372552,1.760263155,0.993602848,87.18386644,28.93297479
330,12.84633962,0.054605036,5,49.53312037,0.021495616,1.61664959,77.70348738,1.707929388,1.671489801,1.351253256,0.860568408,0.413997541,1.863516544,15.05993631,66.99432388
331,56.24050315,0.015981081,2,4.52361881,0.039666138,76.15756033,49.79423604,1.218208745,1.279544169,0.795398729,1.413040212,1.347356182,1.105314254,1.526491099,2.522255043
332,12.38321788,0.014036119,6,62.78828581,0.027462174,54.84847511,47.28600781,0.158003588,0.508107555,1.257193644,0.831312504,1.394265275,0.741243993,23.89527966,57.39752707
333,54.13913326,0.012299195,6,47.06896335,0.024349428,75.95328035,77.74504289,1.373772213,1.3652097,1.331449657,0.278696643,0.239052342,1.307283129,6.321434078,22.79176564
334,67.85145119,0.216349948,1,25.59199678,0.014131233,31.97322976,11.23759983,0.933941533,0.579747137,1.199105414,0.135926379,0.519292471,1.198065281,44.44894336,48.51867141
335,52.66532039,0.051944502,2,44.77340891,0.023566855,77.0550965,3.764400221,1.826525762,1.616756561,1.689802858,1.673860078,1.169517767,1.219136615,84.0688407,37.01172148
336,93.30848846,0.068813566,1,50.43789155,0.015843885,67.63001672,38.64854495,0.03252866,0.785416394,0.689973062,1.120050102,1.057645984,1.229252458,89.53265307,55.42925105
337,8.537619357,0.020636169,6,33.33400344,0.020862871,35.57251806,29.52536491,0.806300078,1.815777919,0.654683461,0.663562913,1.601856771,0.909237248,86.83770444,10.06937375
338,38.52872873,0.014132403,4,70.33908876,0.035867878,87.32817841,26.90217021,1.618526809,0.767613651,1.746981133,0.581521942,1.749274162,1.79824667,25.8050901,67.35654133
339,43.56274527,0.017214485,4,17.03536712,0.017057194,49.63227635,56.49556753,0.128372052,1.630759842,1.462465269,1.142695041,1.249657173,1.786031156,50.48402037,68.67644207
340,55.51509023,0.024020827,6,66.02986918,0.034865668,78.80864999,46.33361089,1.656621071,1.077664411,0.54053237,1.074444563,0.411314917,0.319551997,3.562696202,12.42148054
341,96.69551375,0.022016918,5,54.4799151,0.03937022,27.74857238,26.82761519,0.353810917,0.841781559,0.283619722,0.79647146,1.208494535,0.613656709,35.49804983,21.23762901
342,71.12305537,0.012698177,4,90.52987806,0.022639138,87.81668364,29.09988785,1.072789704,1.395470953,1.593154812,0.203232938,1.037083249,0.548466464,83.36302898,46.94772481
343,51.21273516,0.170498283,5,95.75849215,0.012217276,12.74581635,5.312211566,0.932018401,1.581576983,0.468685859,0.490662726,0.721437131,1.05351781,30.70965255,28.77001484
344,52.48008975,0.018482797,1,81.25525666,0.224598761,63.00398479,39.50270233,1.75547231,1.209106915,0.84971065,0.114079695,0.143106,1.044922116,20.40502159,38.64874719
345,33.38120274,0.21773957,5,91.357452,0.010858074,25.5280136,11.01854879,1.270974158,0.535931687,1.083575101,1.382754171,0.946670058,0.729976587,15.1921248,18.24029814
346,2.583290021,0.040843762,3,43.87586359,0.016833406,33.66527906,27.01759533,1.808612218,1.397168607,0.123840982,1.136896815,1.501495222,1.303609806,57.46113849,84.01571005
347,77.66939337,0.058919495,4,86.02487717,0.059478024,47.51927682,90.42053586,1.168830167,1.523764066,1.127539739,0.078213857,1.440404595,1.617542656,13.94951146,80.35870771
348,59.8665556,0.016206542,4,56.02169314,0.02161338,30.80535746,26.01649673,0.28289988,1.465804944,1.517916506,0.452683442,1.798681846,1.2642818,90.65285687,51.97648011
349,95.69833204,0.015040031,2,83.73193422,0.028661073,58.71621241,24.74396488,0.217904523,0.627211945,0.048387244,0.689588112,1.637251433,1.453782352,22.3568989,79.05021131
350,12.5918088,0.034383934,3,54.59713662,0.443594066,57.46852903,57.61828912,1.622027095,1.365974369,1.022254201,0.431565197,1.70912266,0.484423106,76.11691326,76.26959715
351,65.14373825,0.010774855,3,71.75400256,0.019786343,42.84312378,61.74222438,1.699071378,0.6794979,1.701336004,1.516076034,1.117815466,0.622815598,67.11414824,84.40230038
352,61.5564414,0.104485187,1,4.540885051,0.016923877,17.46079333,82.44878042,1.465543224,1.494713473,1.658360251,0.763278842,0.848516368,0.647993087,75.49499252,26.38189004
353,59.87508789,0.069004279,5,2.783593966,0.011586931,77.42357657,85.88596626,0.82994043,0.561106807,0.241505882,1.623870777,1.09366438,1.792875554,44.88398009,51.42862182
354,9.182609519,0.013212875,5,48.1205369,0.040887489,50.42494732,71.09953769,1.601866888,1.305440427,0.859056696,0.912155669,0.70488227,0.731757142,32.88435632,87.31601024
355,96.57431508,0.032266513,4,57.78136193,0.027096664,75.51354477,33.72650688,0.89384422,1.361527304,0.051404321,0.043071298,0.636268201,0.160190517,46.68645008,29.76801421
356,7.581631882,0.01122395,2,5.879754665,0.011134414,53.29984853,45.82806522,1.060076362,1.012391934,1.701330272,1.838485968,0.263964224,1.027117724,86.15579794,12.88083561
357,15.46548278,0.018935071,6,5.563537362,0.014276681,31.53726104,63.55657613,1.781729449,1.192531092,0.077858314,0.192208156,1.439071391,0.456714594,71.43193432,55.15782886
358,78.44327013,0.032785818,6,53.49378965,0.013900491,24.31826866,53.54739108,1.773688813,1.746197363,0.780909512,1.180425279,0.134958459,1.770446723,76.27425491,84.59006358
359,5.728109238,0.013418819,2,86.70492124,0.054892917,33.11742212,9.536529611,0.275388113,0.657380096,1.664014416,1.590284158,1.835747559,0.315909983,54.30380611,67.76592682
360,12.15942473,0.035007173,5,5.58998766,0.029508749,9.314860784,60.26418024,0.284496068,0.070086559,0.716013729,1.216535312,0.354857256,1.280196785,57.96983912,43.74252719
361,15.35495561,0.476795795,3,47.21308025,0.016212465,12.56276307,64.04450613,1.767885839,1.410710153,1.614998056,0.618337289,0.508983012,0.890057273,79.89936164,33.89945148
362,90.92411972,0.019736714,6,31.43319059,0.016510064,11.36509903,25.97659463,0.86196252,0.738650507,0.90487195,1.058357473,0.068411265,1.217756383,15.32316194,47.92028625
363,31.74629846,0.012484212,3,48.83065627,0.015401632,61.3630099,9.262159339,1.384277917,1.696006436,0.223651415,1.844249534,1.194308954,0.37104914,41.34529897,28.78603205
364,83.93521411,0.010021345,5,81.38362848,0.011433119,60.1905565,70.63003192,1.806479464,1.047685262,0.903180854,0.143137809,1.600281803,1.638393383,43.59887963,31.32038905
365,32.54543762,0.013713684,6,75.10355635,0.010785822,52.14483633,31.60545774,1.174576692,0.42110515,1.641620748,0.295501913,0.476952231,0.972761134,70.76583292,12.94300279
366,30.71251408,0.010680046,4,29.43034673,0.048673411,22.71463499,22.89048827,1.691303458,0.600799826,1.527229843,1.703878411,0.976710981,0.410774953,23.72435643,23.61332651
367,98.26644653,0.018628713,1,33.01024293,0.021664259,75.63806193,35.50844135,1.421410704,0.61182317,1.189726277,0.69874006,1.248317649,1.150610426,36.23589094,79.34337806
368,8.127298637,0.113487626,3,38.24684522,0.010008843,10.79456329,63.4576355,0.869400134,0.404388644,1.023097056,0.199944939,1.596537864,1.554927728,66.33513772,20.13035371
369,26.84975284,0.025030486,5,29.29831547,0.034483219,42.35638317,67.20196281,0.998754703,0.760028632,0.212864745,1.409023761,0.984373179,0.045539395,68.77011081,78.86547903
370,95.15622275,0.020111935,6,1.569235243,0.021098618,89.20079685,49.97053267,0.882904588,1.83748462,1.811655253,1.120048493,0.354374483,0.102296155,37.56062005,18.42646734
371,4.99307995,0.010614473,2,48.12543798,0.018025253,82.12892645,65.64194711,1.517082274,0.834000003,1.112289537,1.812406872,1.310082282,1.270668773,74.89040777,55.44383689
372,58.37284666,0.015083171,2,64.43834452,0.016338091,48.19775273,58.16505683,0.90733773,1.126172695,0.601497069,1.510161894,0.460211432,1.809918177,62.75645541,69.36018195
373,73.46606641,0.020796633,1,31.44928438,0.0198381,61.71387951,53.46807768,0.617124254,1.079942962,0.924127582,0.168227496,0.605076368,0.283092527,74.99427275,75.85056732
374,64.89794029,0.029803899,4,54.16402041,0.012326653,19.5003334,76.11970387,0.950845456,1.340463491,1.610983546,1.591944782,0.921195777,0.090687265,24.21667346,54.21765651
375,95.32357004,0.023133811,4,27.79154093,0.041359857,20.31246385,20.95386522,1.081291331,0.080944913,0.469549296,0.088171495,0.910789031,0.496224841,87.81919913,15.16445075
376,63.540546,0.02667858,1,94.10417328,0.37519939,14.22251598,85.72344015,0.412679362,1.778458321,1.286639305,1.053683593,1.606826399,0.618762115,1.219053485,64.4972975
377,49.15700641,0.020893897,2,30.64498593,0.041432393,22.39583951,54.51765969,1.026091842,1.761957656,1.439213166,1.843513162,1.810941983,0.76697346,48.21297103,25.18169745
378,25.50520401,0.141253283,2,47.36982331,0.13910617,74.82111399,21.73639847,1.116439061,1.369393614,1.446000306,0.708142127,1.507930218,1.228527517,84.93123613,37.13611141
379,32.22175826,0.012112505,1,5.449328952,0.014546992,68.17099166,7.536782472,1.087249417,1.73023792,0.744959583,1.139670855,1.079246114,0.795352114,62.60803847,10.41508604
380,27.82392112,0.222348346,3,32.89376957,0.015601887,62.9978058,50.87587584,0.037543674,1.586792977,0.902556612,0.053033566,1.825387194,0.92042627,68.58315022,53.01684067
381,57.73686215,0.042983316,2,37.17237652,0.011148155,39.4290787,88.42323493,0.51586249,0.944329119,1.583085998,0.481875006,0.802973194,1.815393739,7.144978546,57.50931827
382,63.79481184,0.090355714,4,89.85617416,0.016091549,90.83181094,27.29986318,0.805950802,0.427211705,1.455051903,0.175757049,1.818685279,0.439634097,9.482906079,23.27347762
383,59.66337875,0.154255929,3,45.3068369,0.035526941,47.72584809,72.4387096,0.9966114,1.3633519,1.413364321,0.505374281,0.64770846,0.443566466,3.866914388,23.56466138
384,6.034209112,0.019963917,2,70.16004906,0.055787822,28.0668322,41.35925904,0.224439528,1.81786668,1.68292329,0.162537184,1.105271381,0.238785333,31.72084438,70.92714104
385,83.62260249,0.029293733,2,26.91763277,0.012421047,54.05409201,48.40379542,0.816496231,1.130494757,0.606116664,1.839102309,1.809493233,1.176631641,86.2366003,66.07439402
386,26.2999065,0.026093751,2,73.42603147,0.012678573,7.626177327,25.7311866,0.557250465,1.793373789,1.085764073,1.046112116,1.269136474,1.46480649,74.50745526,18.79932311
387,60.77173241,0.014824645,1,30.18438843,0.023655466,9.050058684,76.90425953,1.002774714,0.835085961,1.328767865,1.234279912,1.134307235,0.504421648,10.0561118,68.79400796
388,87.93408507,0.012828296,4,95.18986453,0.034602565,87.02159157,59.24573813,1.252420714,1.362703771,0.256755297,0.843601744,0.832994814,0.06276868,4.215193739,38.70384278
389,39.49543886,0.016825406,5,69.58582756,0.014463508,33.51844263,52.55906593,1.650215044,0.182684743,0.829277836,0.382290843,1.580873345,0.903363486,16.3572671,48.28743873
390,55.42213755,0.028484389,2,62.28535563,0.013753784,7.760855975,66.94535653,1.224107901,1.70575471,0.839810557,1.016524997,0.166301248,0.547897188,71.47839313,40.2703428
391,61.02230375,0.016723299,5,54.86862014,0.010275678,49.45513313,34.74473906,1.692285478,1.414508461,1.79135665,0.476493335,1.839700445,1.178221165,2.378227955,10.71605695
392,6.822261399,0.0136379,4,68.45013614,0.02306101,4.938585277,25.46314794,0.641682823,1.455879838,0.261993641,0.451624515,1.52098436,1.457238572,54.55002384,43.94377569
393,15.58213886,0.068283859,4,43.22554046,0.026237095,74.24624566,7.8693451,1.6276805,1.489114063,0.809921867,1.849935092,1.850338321,0.675349277,47.04415574,19.33856319
394,4.334669283,0.160644585,2,18.01500942,0.180982568,24.36428476,3.249441261,1.409462499,0.808494969,0.757276984,1.423866312,0.556948579,0.050833387,67.17942135,71.6233616
395,43.73498131,0.010043308,6,74.44155386,0.050727338,21.26861939,65.02499481,0.029024628,1.401542318,0.062156298,0.641662709,0.101815618,0.503466363,23.27017652,56.3489713
396,59.70271162,0.012687072,4,7.028361954,0.033103361,57.36867905,38.70484845,0.05630721,0.873646488,0.372598533,1.164967576,0.808711389,0.25036495,30.70126548,57.76791687
397,73.92315804,0.01094495,4,63.81263845,0.034610676,72.05588446,2.097601008,0.675180108,0.376885473,0.442422209,0.957964104,0.707249516,0.636075584,7.486445619,14.27978652
398,11.82466621,0.010084845,1,8.292349583,0.110919258,46.80575951,26.11280759,0.667774015,0.186422355,0.650287285,0.616544128,0.048490205,1.143634414,53.89622431,78.67638106
399,10.1919533,0.034805878,3,19.0466003,0.039146416,54.15992133,76.56006285,1.46017529,0.635518361,0.412598157,1.719038643,1.231582568,1.454960658,14.35856094,54.85140624
400,62.44179504,0.109354704,4,8.428392886,0.033434967,47.75697483,22.09180313,1.338612279,0.677643795,0.8772338,1.423130114,0.954957167,0.134609002,32.93060263,73.92743426
401,73.24234962,0.032817953,5,38.1666033,0.013077236,83.25803143,19.28301897,0.823465441,0.230075145,1.236100405,1.699763699,1.707858114,1.334877125,8.807586628,56.04087539
402,40.01374571,0.015589221,6,31.01099153,0.025633167,89.8928157,81.27524966,1.530260329,0.85413832,0.429079685,1.070985895,0.089913562,1.618327252,76.09413785,10.39447335
403,92.20143365,0.019736714,1,92.48274207,0.038660386,90.64520182,22.13133427,0.913138645,0.913425421,0.504187667,0.848231673,0.383491415,0.068118348,23.4566981,79.41080442
404,33.98703701,0.019355881,5,27.0412177,0.01718172,31.78028263,84.7852091,1.761570153,0.446461859,1.474187749,1.767097344,0.315932845,1.139763083,37.11173734,46.77878601
405,56.8251447,0.103352029,6,71.50272703,0.013146936,19.22948476,14.2600679,1.824793756,1.838768411,1.061002957,1.783242216,1.195937743,1.316560738,73.20934133,65.95720914
406,95.95704164,0.012234001,5,28.58144558,0.015771354,55.82641268,86.30655319,0.986738452,1.201658188,0.361690716,0.280807246,0.195367221,1.814363576,55.17225059,68.54366513
407,79.43788333,0.011926406,6,47.93869209,0.01906562,55.52576624,84.95856509,1.020649664,0.80676402,0.609682429,1.260538614,0.917980876,1.727163611,25.16206655,87.50037818
408,35.71474256,0.020803726,2,14.74169077,0.01664134,81.05413958,81.67350589,1.051398482,1.23951883,1.250283065,0.728922854,1.750545305,0.301085021,16.51055749,10.74601859
409,16.80750861,0.042478973,6,27.7658687,0.036083881,41.16742478,73.53802464,1.6691425,0.977277493,1.256532609,1.250243266,1.275753116,0.489501029,77.71351063,12.05934728
410,21.6510304,0.018369171,2,60.00067783,0.05342649,42.55177227,87.26823796,1.4531743,0.586151188,1.678027194,0.86171112,1.709192908,0.231359838,82.95686145,2.752152351
411,98.3425797,0.047136154,4,3.080284991,0.015612076,52.10678741,15.07424876,0.72736271,0.670076842,1.459315739,1.608837305,1.611873954,0.599498608,58.90459305,71.32896199
412,57.38396982,0.013517022,5,72.88924764,0.023336874,33.70939881,26.56487957,1.829658831,1.702787661,0.299385955,0.894970604,0.575410126,1.818639203,16.45373065,58.61970889
413,19.68124177,0.010682775,3,39.02136177,0.010151085,73.44907149,38.69413201,1.274987354,1.769271457,1.790293066,0.644320314,1.033948311,0.294878956,58.99943024,80.93442351
414,29.36733611,0.010228174,6,84.51118624,0.01708425,18.71736582,36.4853697,0.453231388,0.456884575,0.587116915,1.537245649,0.713879767,0.417967093,3.121235985,41.28044177
415,1.237837025,0.073119039,3,55.61441401,0.012494757,47.40951661,41.79277736,0.255405868,0.746360927,0.828677276,0.157778173,1.730091964,1.56442708,13.00677184,55.13029574
416,19.60124216,0.019399236,5,62.1815571,0.015728745,31.85911548,60.36067809,1.050382821,0.723422812,1.098358018,0.609065658,1.440511209,1.099211719,34.89522167,33.77211965
417,57.7789177,0.027136844,4,9.138507642,0.010345427,3.379170025,51.91765248,1.174812454,0.555367871,1.231012775,1.670416009,0.316727408,1.460535412,6.726372568,63.07155657
418,32.1118229,0.014739461,2,40.56696312,0.014000002,26.58560378,34.32803252,0.418808748,0.662654254,1.043561393,0.216294268,0.653643043,1.627589673,27.78309331,17.62296301
419,28.74923561,0.043013813,5,96.83967111,0.015538724,23.05870901,18.9422536,1.229366257,0.531419196,1.725914867,1.308523986,0.855468171,0.751120255,54.77433065,88.74200153
420,90.00631655,0.099503678,2,43.23987926,0.011787578,4.106433412,2.753602436,1.789216664,0.529979781,1.832974771,0.791335514,0.247452211,0.789335762,42.68496423,70.22648386
421,21.39460353,0.020799033,3,4.81011231,0.0198342,44.78457402,52.19738205,1.155942489,1.723252816,0.950674031,0.523125878,0.653433328,1.304527562,7.260709609,74.47330573
422,20.59570834,0.146228662,2,32.77612662,0.024809456,89.59637782,74.76117016,1.854865143,0.023783833,1.52586379,1.460236204,1.502805413,1.683486977,80.33483712,82.92501141
423,17.80026114,0.016197861,2,24.8049846,0.010334689,49.21611215,61.7593999,1.688499464,1.553521606,1.754259578,1.05486417,1.340637861,0.217473525,82.25574,75.74812227
424,14.17395249,0.107073929,3,53.49767203,0.016168021,62.51090127,51.70503139,0.080426135,0.745542599,1.209002811,1.50158618,0.583505325,1.626292657,12.95260401,71.68136983
425,93.53092174,0.027135241,4,55.54341293,0.016443997,37.21004151,86.26766186,1.315801915,0.551640676,1.837837904,1.707890972,0.401397895,0.904696271,87.35421362,87.61856225
426,34.57932388,0.077112222,4,82.85849257,0.010338446,48.82470113,88.9509423,0.489690645,0.683717009,0.607724955,0.798985261,1.659064655,0.140218084,53.36293198,69.83389685
427,30.34742293,0.023654668,1,6.794323197,0.029830564,33.19757821,55.28768102,0.836854857,1.723970643,0.407582788,0.738321454,0.935156266,0.358803505,46.58695019,41.39461994
428,2.501489104,0.018716717,3,75.8444819,0.04470987,22.19898342,43.7174534,0.566379496,0.63337043,0.222335122,1.585989362,0.634484823,1.750993356,19.29547138,15.01306648
429,80.38367186,0.019707768,2,28.80136459,0.10747658,22.6088395,81.20928859,1.333862384,0.369161544,1.258149287,1.175511938,1.205535388,1.305576769,59.71760608,41.8456088
430,89.859198,0.015096305,3,85.60018334,0.011352488,54.10340823,48.30395882,1.077738181,0.914475574,1.416548082,0.166076751,0.351923978,1.326723651,46.09683198,53.84188144
431,32.61810823,0.068481346,5,38.51488556,0.030198573,82.92930934,60.69123828,1.349722905,1.296096137,0.595479332,0.890903094,1.280403818,1.201078955,21.40755505,68.78118734
432,96.71581644,0.015093792,1,58.04903189,0.015432164,72.02206574,41.97899184,1.769321207,0.60236394,0.140358333,0.115988558,0.511924776,1.280905205,21.27282733,80.36352075
433,32.6681817,0.025463267,4,98.31547181,0.016337911,76.15992385,89.70702368,1.744159219,0.858428218,0.960370322,1.766957589,0.32086651,0.687714308,50.39268044,34.09501105
434,8.257571798,0.04144124,5,10.49464686,0.035343751,41.49509308,7.114181574,0.277510718,0.362048335,0.463243375,0.690858556,0.060159066,1.694621641,9.430729126,65.82401155
435,74.22574756,0.011891666,5,67.38800841,0.017878261,5.393024746,57.57131097,0.735567801,0.219747676,0.136023985,0.020160813,1.417218101,0.848114638,71.9156458,84.14440448
436,24.71612204,0.031467491,2,39.50243823,0.133955002,87.15409486,28.81927882,1.368988767,0.517711519,1.613854727,1.462980961,0.435871845,1.285036655,40.97485423,74.13888536
437,51.8054895,0.049300215,2,39.05980396,0.028324468,84.42723366,75.83072741,1.507598804,0.382966628,1.256886068,0.849452769,1.664322359,0.926288362,40.27669078,54.49733044
438,93.74980837,0.015422757,5,7.562856735,0.013665829,14.5646367,14.35682304,0.659200126,0.112264342,1.519083954,1.163470401,1.817744228,1.72178987,52.58863472,10.4608701
439,27.58555586,0.026797043,1,99.83050142,0.032631766,5.906183826,42.18129836,1.167652784,1.693411761,1.736134515,1.82993366,0.125216455,1.287928699,74.55701717,88.10624775
440,86.31869044,0.021689182,1,28.74905608,0.073438695,80.46168388,6.577816143,1.261333054,1.459608852,1.72853546,0.090547032,1.803764903,0.702000005,91.00262103,55.44714133
441,28.90447345,0.097638053,1,13.31283725,0.026007869,24.11882236,20.00842291,1.515883945,1.027458696,0.99237113,0.912922888,0.268901223,0.247701346,33.29872949,65.81091722
442,37.42597149,0.010585511,5,84.65966181,0.062733594,55.97728488,12.94986194,0.432491856,0.457289078,1.718765954,0.19644736,1.57188557,0.769394251,53.83591048,32.28705649
443,74.35505508,0.112587255,4,88.51635868,0.012978586,68.91903734,87.65865159,0.290832319,0.127398188,0.023472051,1.603188798,1.281232281,0.494102763,56.0111278,74.69073227
444,70.31602801,0.012105643,6,5.315077191,0.035349464,45.57143069,74.31616703,0.844468335,0.909150647,1.15350207,0.358278656,1.396664847,0.116926103,82.67607057,25.73160458
445,50.1133018,0.011527685,1,67.11975308,0.016499497,89.72762908,64.00890639,1.592243758,0.059483217,1.758107145,0.582327788,1.604840055,0.828420848,82.75470671,12.17456088
446,63.31585898,0.023445336,3,56.01046783,0.014690144,78.29995132,80.16887249,1.529715519,0.65008344,1.062278891,0.867134254,0.158651726,0.80215034,87.24201344,55.95699458
447,55.78764649,0.010722394,5,54.48200963,0.01906562,34.44318178,82.88924463,0.545221542,0.341803744,1.598737021,1.116444244,0.993454499,0.684496334,3.572113494,46.56986807
448,69.67095174,0.010126155,6,93.82077462,0.045723674,14.09663913,83.19350158,1.651083956,1.808847115,1.561681769,0.882709127,1.768881143,1.526684857,2.324980941,62.7673777
449,27.01630999,0.015803519,6,85.67221953,0.061680999,11.33171698,49.57254257,0.828280709,0.430403846,1.017545739,0.804777407,0.532097864,0.306931714,54.84722966,89.24477483
450,92.0423655,0.15424941,3,44.77370585,0.011142039,19.17744527,30.15994936,0.891171794,0.896864625,0.877441437,0.079969074,1.707928076,0.141011185,11.39603385,5.066619643
451,45.10694884,0.043246027,4,90.19524442,0.264049934,3.388104379,29.78762506,1.621106771,1.323176213,1.561378109,1.13071296,0.905757651,0.94912014,26.20855954,36.31017691
452,35.74044513,0.031443814,6,23.54874739,0.043180488,46.98510934,32.47370657,1.242024999,0.093147212,1.46930779,0.58832179,1.143838789,1.46750753,18.80376405,20.00235907
453,84.48126569,0.020487888,3,31.84734059,0.014683208,22.52547803,80.68930759,1.298327129,0.569820004,0.239661568,1.474317805,1.570310517,1.372124741,35.18511257,24.31821811
454,99.7415821,0.03110398,3,79.18012969,0.39448666,84.24287249,58.07777871,0.113092817,1.49395482,0.929750152,0.276042326,1.578201509,1.20644797,21.82083961,8.377291454
455,43.13898265,0.075780512,6,69.82092271,0.162176361,80.7098546,13.63169581,0.50079323,1.498822906,0.413786807,0.539802017,1.600190147,1.705126234,16.47951496,60.19788497
456,41.8498316,0.024615197,5,53.7306133,0.029692296,90.17599994,72.9671123,0.858838551,0.786186811,0.395081327,0.792274159,0.587481346,1.210405521,16.66351436,76.72387073
457,36.2191234,0.058694926,2,40.45906903,0.040956516,47.98851381,63.66862146,1.67735657,0.429372943,1.800519244,1.61276979,0.44567032,1.04512165,21.06100181,14.86411695
458,47.50710478,0.299360962,6,69.33478829,0.040928803,18.54174232,6.670818166,1.218364599,0.347211185,1.231502387,1.180054298,1.208430335,1.524830672,56.79105094,30.22605245
459,15.97311425,0.020198761,3,13.61873752,0.040012891,57.79913924,75.51139475,0.48901236,1.450665563,1.195509001,1.839347587,1.613146467,0.484899612,70.33351635,5.862755805
460,22.62480612,0.012055865,6,33.07911628,0.119271786,54.19499623,51.91748281,0.209032357,0.074303507,0.871117083,1.129812234,1.656873395,1.418998737,4.386174298,32.90177806
461,10.29718194,0.013568227,2,3.387694215,0.016319236,71.32237311,18.27869545,1.79042385,0.247720419,0.891889646,1.355310472,0.33208373,0.268735906,46.98654573,4.98677658
462,40.53793454,0.025729609,2,85.04071552,0.210933678,22.0358963,59.18289199,1.553382717,0.703653113,1.067953516,0.65217207,0.887871588,0.499004707,86.46460912,89.90385338
463,48.09620201,0.936488251,3,97.14921324,0.023401842,8.185938619,27.84216615,1.488412582,1.358468677,0.642199568,0.675514477,1.122608259,1.316063936,33.14592593,36.61159413
464,44.99067598,0.017239664,4,84.74381682,0.082373348,15.47743307,26.81114364,0.946248752,0.661710751,1.461191143,1.643175693,0.541926107,0.514164621,58.01492713,45.87948086
465,63.27512621,0.012247963,2,21.51915713,0.023573578,7.021131721,57.83899213,1.539226659,1.656158454,1.678483598,1.186222873,0.034679683,0.284613174,90.09565732,9.563836427
466,25.85674374,0.020417558,3,23.71077482,0.023923502,41.263423,6.582685284,0.932214197,1.474488141,1.318240845,1.721883787,1.495255482,1.452329152,51.59740914,14.06809699
467,39.62262642,0.028121109,6,73.25411679,0.025510015,9.76033359,39.96779267,1.392607633,1.45928298,0.629342717,1.400961274,1.015324995,0.869212566,21.54257784,53.95303759
468,15.72798518,0.013734214,1,90.33338482,0.102128488,33.9907462,17.38626114,0.772857213,1.09843292,1.689585707,0.313103259,1.133122856,1.712642924,52.8083045,3.632277631
469,34.84780561,0.066995521,6,41.60633684,0.015791149,84.92401059,21.60004941,1.004022597,1.504913336,0.558194678,0.346496757,1.378178939,0.076711752,29.38915706,49.8745104
470,49.11111679,0.342396193,2,22.53228336,0.023078043,51.33101604,6.378988824,1.659747697,1.7541052,0.647963617,1.025742105,0.733163284,0.103402624,1.061281945,70.24599097
